symbol,entryTimestampUtc,closeTime,distanceFromEma200H1Pct,slPct,fvgGapSizePct,waitedCandlesCount,breaksKeyZone,atrH1Pct,hourOfDayUtc,dayOfWeekUtc,trendAgeH1Candles,atrPercentileH1,momentumM15Pct3Candles,keyZoneDistancePct,rollingWinRateSameSymbol20,concurrentOpenPositionsCount,won
ETHUSDT,1694654100000,1694704500000,1.3676911197790957,0.6310259579728081,0.4944375772558714,1,true,0.692368930865218,1,4,0,54,1.6687806212539573,0.3080191594561108,,0,true
SOLUSDT,1694790000000,1694803500000,-0.22407614683017082,0.5895474824729162,0.07435734013171524,1,false,1.041118943394876,15,5,0,2,-0.450522075581708,0.16995963458678578,,0,true
SOLUSDT,1695056400000,1695058200000,5.194034449288322,0.5972996034733714,0.0752898659840414,1,false,1.134925670935572,17,1,14,86,0.14042126379136757,0.9466445816393163,,0,false
XRPUSDT,1695201300000,1695206700000,3.261941853743237,0.563873225743732,0.17499513902391833,1,false,0.8327044653128717,9,3,48,99,0.4477321393809556,0.3305463737118481,,0,false
SOLUSDT,1695208500000,1695213900000,4.283777716004348,0.5587428286355792,0.03492142678971263,1,false,0.9751880119115388,11,3,56,56.99999999999999,0.9941256213284974,0.33225243202792487,,0,false
XRPUSDT,1695344400000,1695406500000,1.0582538610521437,0.7884880741178798,0.019712201852944804,1,false,0.7393746119464853,1,5,13,32,0.2762430939226434,0.6057325755829293,,0,true
SOLUSDT,1695957300000,1695973500000,3.870345742264524,0.6794224908827459,0.4895838537243292,6,false,0.9182610259143387,3,5,12,100,1.184322778140215,1.9023413431916048,,0,true
SOLUSDT,1695999600000,1696011300000,4.5025319830983195,0.515310672876817,0.589634327618669,1,false,0.8987943798494756,15,5,24,98,1.4015904572564613,0.40630264592211246,,0,false
SOLUSDT,1696081500000,1696083300000,5.892359875082827,0.8750302151317254,0.5559584239787382,1,false,0.8787349738059469,13,6,47,97,3.2099251673887235,2.8450568044476663,,0,true
SOLUSDT,1696095900000,1696098600000,8.91693954070639,0.6739170849600278,0.06042015244470012,1,false,1.1888064630009885,17,6,51,100,0.4937811524665843,7.790814924383844,,0,false
SOLUSDT,1696212000000,1696228200000,17.164278122293606,1.1908755451190831,0.10483059376049199,1,false,1.8697109630115103,2,1,83,99,0.9431181844974956,2.536900369003692,,0,true
XRPUSDT,1696378500000,1696380300000,5.011675311160866,0.7984420642648477,2.6484907497565837,5,false,1.0814048226573139,0,3,4,92,2.764797507788182,0.713326394251738,,0,true
SOLUSDT,1696403700000,1696408200000,6.213341859971252,0.8408853258975313,0.5271871732310851,1,false,1.7791252334380256,7,3,136,56.00000000000001,0.7049915139910311,0.5547809922156354,,0,true
SOLUSDT,1696447800000,1696459500000,4.452975351222712,0.6800645189415354,0.4664545097868229,1,false,1.6963629664881754,19,3,148,37,1.1156142415130528,0.5699899734077294,,0,true
SOLUSDT,1696545900000,1696556700000,2.427651138928287,0.5676317873800836,0.11880665317258218,1,false,1.2650979156594566,22,4,176,2,0.33446287902125826,0.3775411423039646,,0,true
SOLUSDT,1697005800000,1697013900000,-2.0828898238336997,0.5341058253745465,0.09505273163445795,1,false,1.078895749337822,6,3,44,66,-0.7311789131612161,0.9018693703888238,0.6,0,false
XRPUSDT,1697006700000,1697043600000,-4.879143751228999,0.6163961372508737,0.04109307581673176,2,false,0.7788798068870725,6,3,64,86,-1.0199918400652803,1.5783476847787619,,1,true
SOLUSDT,1697082300000,1697101200000,-3.371797621250288,0.6357982031789988,0.06450126698917,2,false,1.0471127096877835,3,4,66,68,0.10631904960014649,0.20358212393457548,0.55,0,true
SOLUSDT,1697378400000,1697393700000,-1.4684174092470081,0.550433466354759,0.045869455529553745,1,false,0.585905897991018,14,0,28,7.000000000000001,-0.013770311209033846,0.053514364784490225,0.6,0,false
SOLUSDT,1697478300000,1697482800000,6.137381563401063,0.7891481465682816,0.43083223136970134,17,false,1.5298867597083459,17,1,16,98,5.953203246416844,0.574895394244446,0.55,1,true
XRPUSDT,1697472900000,1697482800000,-0.23943152711450297,0.5473342793431949,0.10135819987837023,2,false,0.8315043279994333,16,1,0,100,-1.0456464910516867,1.4528008649233255,,0,false
SOLUSDT,1697483700000,1697488200000,8.08906501967096,0.7336819025130692,0.5861022094788301,1,false,1.557103122489884,19,1,17,99,1.537484116899617,0.5828439565157454,0.55,0,true
SOLUSDT,1697508900000,1697517900000,8.886264810012525,0.5227282231422239,0.41818257851378504,3,true,1.5189058004547547,2,2,24,95,0.6743173060814115,1.4018620529723305,0.6,0,true
BTCUSDT,1697568300000,1697605200000,3.199619154746367,0.739590136444672,0.025770921222174545,18,false,0.7774776008241298,18,2,43,72,0.46584565499810104,0.3679710989120914,,0,true
BTCUSDT,1697792400000,1697822100000,6.269272260439266,1.2865363183041094,0.03939407203390277,1,false,0.7690648216635461,9,5,105,77,1.9764955437330027,2.7886738114718685,,0,false
ETHUSDT,1697804100000,1697910300000,2.5555166104440317,0.9082850579304947,0.19226927686775414,14,false,0.6592840098355783,12,5,9,82,1.7197806363567456,0.7358379451699923,,1,true
SOLUSDT,1697904000000,1697911200000,18.436039386259782,1.191915702193812,0.18656071860424422,1,false,1.7884240911974527,16,6,134,97,0.28647361336417343,5.816203143893599,0.6,1,true
SOLUSDT,1697943600000,1697945400000,18.7504045303191,0.5775633620982595,0.6591017191003569,1,false,1.870017556452345,3,0,145,96,0.8527842897428097,7.380920024461517,0.65,0,true
SOLUSDT,1697996700000,1698002100000,12.28071058400633,0.5152651687756264,0.36454134389568227,5,false,1.6946313198960419,17,0,160,70,0.9446931509746579,0.9639314381857133,0.7,0,true
ETHUSDT,1698088500000,1698100200000,5.628399728343149,0.8888810139740472,0.4110705552996095,1,false,0.8437263758209902,19,1,88,100,0.2794943157696123,0.8158411787172382,,1,true
BTCUSDT,1698088500000,1698101100000,6.887755106374723,2.0511744966442977,0.5152942694889027,1,false,1.0301949525891945,19,1,187,100,0.20390375999820362,0.7856866288074341,,0,true
ETHUSDT,1698125400000,1698127200000,12.009023947588883,0.5129330444084762,0.11081548125188478,1,false,1.416496755378489,5,2,98,98,0.4107542942494409,10.861969301226516,,1,false
XRPUSDT,1698119100000,1698127200000,6.3233249206308475,0.5674537799743715,0.21965952773201153,12,false,1.3483295039366077,3,2,103,100,0.14609203798393405,6.818949858488506,,0,false
SOLUSDT,1698152400000,1698155100000,16.975893331291527,0.9237503620972642,0.2864591715214593,20,false,2.189599916088851,13,2,203,87,1.1266146524652756,3.7007950046670284,0.7,0,true
SOLUSDT,1698160500000,1698162300000,16.627068472299026,0.9526823864535476,0.6583320145592719,1,false,2.1919069724328093,15,2,205,86,1.502132264018833,3.28005486100123,0.7,0,false
ETHUSDT,1698174000000,1698197400000,7.700406227452,0.8506840493916392,0.1400860851587841,1,false,1.4226921865004323,19,2,112,92,-0.12726300081650987,4.637244823028346,,1,true
SOLUSDT,1698215400000,1698219000000,12.538646428475644,0.9434864373824606,0.7745513658241115,1,false,2.420808004852603,6,3,220,77,1.065487738939604,3.752271061103505,0.7,2,false
XRPUSDT,1698181200000,1698219000000,7.405083468279214,1.1590003621876261,0.05432814197753838,9,false,2.0377972435050262,21,2,120,95,-0.12644508670520846,2.8884462151394454,,2,false
BTCUSDT,1698174000000,1698233400000,12.35944816089293,1.0097954608137083,0.09578970156912106,1,false,1.7556072111092975,19,2,211,85,0.027822257213812433,8.572733446620218,,0,true
XRPUSDT,1698223500000,1698233400000,4.51896282938098,0.8256880733945062,0.05504587155962696,1,false,1.5987634236149055,8,3,132,81,0.20213156927599962,1.2477064220183538,,1,true
SOLUSDT,1698231600000,1698236100000,14.317175525090475,0.9914077990746901,0.3084379819343436,2,false,2.4068280410785428,11,3,225,81,1.2017032013877944,2.0903492483135686,0.7,2,true
SOLUSDT,1698241500000,1698243300000,16.345555497021202,0.8699421070555053,2.5695798891675126,6,true,2.577187621897242,13,3,228,99,4.697315373316249,0.4215555761947552,0.7,0,true
SOLUSDT,1698289200000,1698296400000,13.285381732439877,0.8510769992572377,0.0680861599405966,2,false,2.245888049700875,3,4,241,54,0.4658674451829262,0.47616100166238146,0.75,1,true
XRPUSDT,1698260400000,1698300000000,6.390654550659934,0.5957754107239519,0.27080700487453635,7,false,1.3876781799851257,19,3,142,75,0.7052441229656244,0.37912980682431485,,0,false
SOLUSDT,1698307200000,1698312600000,13.698791366402668,0.5476993532815533,0.41154810161835154,5,false,2.1149704435812726,8,4,246,46,0.8104079985095811,0.9190209487266673,0.75,0,false
ETHUSDT,1698323400000,1698330600000,6.681210405158998,0.6113561190738654,0.05347298787210735,1,false,1.188391861079667,12,4,153,73,-0.4177228356975031,0.21830209481808358,,0,false
XRPUSDT,1698327000000,1698330600000,5.394655905810746,0.6467840459935208,0.10779734099893011,5,true,1.204587623957625,13,4,160,52,-0.4637887977167206,0.04311893639957204,,1,false
XRPUSDT,1698341400000,1698369300000,3.061978475593875,0.8005822416302693,0.2365356622998486,1,true,1.332253378911983,17,4,164,63,0.7849580138736915,0.23393636930755723,,0,true
XRPUSDT,1698374700000,1698384600000,3.6593880322386987,0.6880318667390957,0.03621220351257975,1,false,1.0278479954982112,2,5,174,27,-0.3782420749279522,0.25607201055326834,,2,false
SOLUSDT,1698374700000,1698399000000,10.21397450281106,1.3213399503722143,0.7040942928039602,1,false,2.104550587334159,2,5,265,36,0.2685682533802658,1.0786290322580576,0.75,1,true
ETHUSDT,1698374700000,1698417900000,4.528079178300349,0.7088224581850834,0.29977866808617426,1,false,1.0308655673387057,2,5,168,43,-0.029574737593954074,0.4219314711568206,,0,false
BTCUSDT,1698375600000,1698426900000,6.833172259038878,0.5381105230175421,0.2341913484537738,2,false,0.7593487133603878,3,5,267,21,0.25478756424853427,0.8309477786636803,,3,false
SOLUSDT,1698610500000,1698615900000,7.360018155028006,0.5440729483282737,0.03343465045593552,2,false,1.0435331321898702,20,0,330,8,0.11553312456296194,1.091185410334352,0.75,0,false
SOLUSDT,1698682500000,1698686100000,12.175571909987987,0.6846162697042905,0.08054309055344233,5,false,1.5214042672078048,16,1,350,56.00000000000001,-0.35779711472406683,1.8352318490392305,0.7,0,false
SOLUSDT,1698727500000,1698732900000,13.14415213907906,0.7009411041916772,0.1703482364768632,1,false,1.518764562332244,4,2,363,71,1.067765259794855,1.5582674746572087,0.65,0,true
SOLUSDT,1698781500000,1698783300000,11.999492125279598,0.6520351821536569,0.11930856524515515,7,false,1.4555912151172266,19,2,378,63,0.15798226164080423,1.3216429436844963,0.65,1,true
BTCUSDT,1698756300000,1698784200000,2.554728843508044,0.5981619741974988,0.1943222827754482,17,true,0.5710167442464892,12,2,373,70,0.3765007372042535,0.14418323763326316,,0,true
SOLUSDT,1698796800000,1698800400000,17.813128491532694,0.6461140852870526,0.9625781270603181,1,false,1.6721152737313676,0,3,382,100,1.1450583082686863,3.6885642202238027,0.7,0,true
XRPUSDT,1698840000000,1698843600000,7.570772324475504,0.5338672005338825,0.20020020020019663,1,false,1.3418981581799447,12,3,303,82,0.14997500416597434,2.3579134690245795,,0,true
ETHUSDT,1698844500000,1698846300000,2.4032447590421686,0.5458515283842744,0.3851439718041388,1,true,0.6084917929773649,13,3,298,56.00000000000001,1.0868537419695854,0.09126839944910321,,0,false
ETHUSDT,1698867900000,1698888600000,3.3741460517191997,0.8382828563792885,0.026724697438247357,1,false,0.8968356707235104,19,3,305,100,1.748074528686481,1.0321732633037155,,0,true
