openTime,open,high,low,close,volume
1693121400000,1648.52,1648.81,1647.85,1648.13,3324.458
1693122300000,1648.13,1648.41,1647.40,1647.81,3281.074
1693123200000,1647.81,1649.54,1647.69,1648.74,4868.286
1693124100000,1648.74,1648.75,1646.35,1647.80,5320.158
1693125000000,1647.80,1649.74,1647.29,1648.46,6003.930
1693125900000,1648.47,1651.24,1648.37,1650.01,7512.041
1693126800000,1650.02,1650.29,1648.39,1649.00,4250.635
1693127700000,1649.00,1649.92,1648.09,1648.94,6533.224
1693128600000,1648.94,1648.94,1647.60,1647.66,2583.271
1693129500000,1647.66,1650.13,1647.29,1649.72,11114.072
1693130400000,1649.71,1650.42,1649.67,1649.91,4484.152
1693131300000,1649.92,1651.41,1649.91,1651.29,4696.588
1693132200000,1651.29,1651.89,1650.87,1651.49,5066.782
1693133100000,1651.49,1651.79,1650.01,1650.02,5763.779
1693134000000,1650.03,1650.03,1648.99,1649.04,6013.765
1693134900000,1649.04,1650.52,1649.04,1649.84,6056.932
1693135800000,1649.83,1649.84,1649.25,1649.48,2346.438
1693136700000,1649.48,1649.49,1648.41,1648.50,3392.005
1693137600000,1648.50,1648.93,1647.93,1648.93,5499.370
1693138500000,1648.93,1648.93,1648.04,1648.05,2510.830
1693139400000,1648.05,1648.65,1648.01,1648.63,2082.910
1693140300000,1648.63,1650.42,1648.63,1649.94,5618.333
1693141200000,1649.93,1650.39,1649.78,1650.30,3353.513
1693142100000,1650.29,1650.89,1650.29,1650.89,2778.686
1693143000000,1650.89,1651.91,1649.00,1649.00,8810.733
1693143900000,1649.00,1650.99,1649.00,1650.96,3763.365
1693144800000,1650.96,1658.83,1650.95,1655.29,28395.143
1693145700000,1655.29,1658.00,1652.79,1654.88,30148.335
1693146600000,1654.89,1658.97,1654.88,1657.21,23199.967
1693147500000,1657.20,1657.62,1655.32,1656.86,14330.721
1693148400000,1656.86,1659.57,1655.98,1655.99,18705.764
1693149300000,1655.98,1658.14,1655.98,1657.64,7872.627
1693150200000,1657.64,1658.13,1655.73,1656.85,9792.498
1693151100000,1656.85,1657.38,1653.88,1654.68,8556.133
1693152000000,1654.69,1655.79,1654.14,1654.68,10119.678
1693152900000,1654.67,1657.70,1654.45,1657.08,8625.366
