mode,scenario,runId,signals,submitted,filled,closed,trades,wins,winRate,pf,netPnl,expectancy,maxDd,averageWin,averageLoss,grossPnl,executionCost,medianWin,medianLoss,finalEquity,dataQuality
OB_ENABLED,FEE_ONLY,T158-OB_ENABLED-FEE_ONLY-2a6699454c74,NOT_INSTRUMENTED,211,211,211,211,87,41.23222748815166,1.4457602880253708,641.0174212304333,3.0379972570162717,390.2394685039372,23.89711624441223,-11.597029774463149,801.5199998420422,160.5025786116089,25.752598405058933,-15.187499999999945,741.0174212304333,DQ-B — FULL_REPLAY_COMPARISON
OB_DISABLED,FEE_ONLY,T158-OB_DISABLED-FEE_ONLY-1e8c838a5f7d,NOT_INSTRUMENTED,268,268,268,268,118,44.02985074626866,1.514715732761231,776.8433129478103,2.898669078163471,390.23946850393736,19.373813628302507,-10.061777967945892,988.6483421615454,211.80502921373514,13.216535433070863,-15.187499999999899,876.8433129478103,DQ-B — FULL_REPLAY_COMPARISON
OB_ENABLED,LIGHT,T158-OB_ENABLED-LIGHT-2a6699454c74,NOT_INSTRUMENTED,210,210,210,210,84,40,1.407111148866837,593.4603378200958,2.8260016086671227,404.43161308494825,24.418997006956218,-11.569328656858945,813.5145354459632,220.05419762586752,25.870189586567584,-15.529337525628812,693.4603378200958,DQ-B — FULL_REPLAY_COMPARISON
OB_DISABLED,LIGHT,T158-OB_DISABLED-LIGHT-1e8c838a5f7d,NOT_INSTRUMENTED,265,265,265,265,114,43.0188679245283,1.4437866008563573,669.0184537123339,2.524597938537109,404.4316130849483,19.092467821475086,-9.983595218118055,956.3846998282428,287.3662461159089,13.1062027703718,-13.076388869873345,769.0184537123339,DQ-B — FULL_REPLAY_COMPARISON
OB_ENABLED,CENTRAL,T158-OB_ENABLED-CENTRAL-2a6699454c74,NOT_INSTRUMENTED,211,211,211,211,82,38.862559241706165,1.3018644097963348,460.50836737263216,2.1825041107707683,418.6270592276059,24.220188320051264,-11.82594631683389,742.0770354459635,281.56866807333137,25.58778134279386,-15.871277633289814,560.5083673726322,DQ-B — FULL_REPLAY_COMPARISON
OB_DISABLED,CENTRAL,T158-OB_DISABLED-CENTRAL-1e8c838a5f7d,NOT_INSTRUMENTED,264,264,264,264,110,41.66666666666667,1.3947839228431962,606.6195245715165,2.2978012294375625,418.62705922760574,19.483688330328338,-9.977832414055849,970.6721998282435,364.0526752567269,12.995903197544687,-11.295480628293898,706.6195245715165,DQ-B — FULL_REPLAY_COMPARISON
OB_ENABLED,CONSERVATIVE,T158-OB_ENABLED-CONSERVATIVE-2a6699454c74,NOT_INSTRUMENTED,80,80,80,80,31,38.75,0.8053578843214177,-75.11778940089923,-0.9389723675112404,159.10294784501292,10.026127038980245,-7.876076073658915,82.58075310036281,157.69854250126204,6.230237211687523,-5.32211461745915,24.882210599100773,DQ-B — FULL_REPLAY_COMPARISON
OB_DISABLED,CONSERVATIVE,T158-OB_DISABLED-CONSERVATIVE-1e8c838a5f7d,NOT_INSTRUMENTED,112,112,112,112,31,27.67857142857143,0.7887581825732868,-95.2048619530208,-0.8500434102948285,194.1333162515723,11.46730638374146,-5.564090862333409,144.2263195343744,239.43118148739518,9.016809679571537,-4.807075601596147,4.795138046979204,DQ-B — FULL_REPLAY_COMPARISON
